num_ordre;ref_matiere;quantite_prevue;quantite_utilisee;unite
OF-2024-1059;RES-001;10.2;10.2;L
OF-2024-1059;VIS-001;94.4;94.4;piece
OF-2024-1059;PEI-001;6.8;6.8;L
OF-2024-1060;BOIS-002;5.1;0.0;m2
OF-2024-1060;RES-001;6.1;0.0;L
OF-2024-1060;VIS-001;107.5;0.0;piece
OF-2024-1061;ALU-001;13.1;13.1;m2
OF-2024-1061;VIS-001;143.4;143.4;piece
OF-2024-1061;FIL-001;2.9;2.9;bobine
OF-2024-1061;PEI-001;8.1;8.1;L
OF-2023-1062;BOIS-001;5.9;1.5;m3
OF-2023-1062;ALU-001;39.6;10.1;m2
OF-2023-1062;VIS-001;474.5;120.8;piece
OF-2023-1062;ETR-001;24.1;6.1;m
OF-2023-1062;PEI-001;43.4;11.1;L
OF-2023-1063;BOIS-001;3.6;3.6;m3
OF-2023-1063;RES-001;13.3;13.3;L
OF-2023-1063;VIS-001;151.1;151.1;piece
OF-2023-1063;PEI-001;21.0;21.0;L
OF-2026-1064;ALU-001;25.0;25.0;m2
OF-2026-1064;VIS-001;303.0;303.0;piece
OF-2026-1064;ETR-001;16.6;16.6;m
OF-2026-1064;PEI-001;19.8;19.8;L
OF-2025-1065;BOIS-002;7.2;7.2;m2
OF-2025-1065;ALU-001;25.3;25.3;m2
OF-2025-1065;CAR-001;6.5;6.5;m2
OF-2025-1065;VIS-001;424.0;424.0;piece
OF-2023-1066;CAR-001;3.9;3.9;m2
OF-2023-1066;VIS-001;124.5;124.5;piece
OF-2023-1066;FIL-001;3.9;3.9;bobine
OF-2023-1066;MAS-001;13.2;13.2;L
OF-2023-1067;BOIS-001;6.6;2.8;m3
OF-2023-1067;ALU-001;43.3;18.6;m2
OF-2023-1067;VIS-001;555.5;239.2;piece
OF-2023-1067;ETR-001;16.1;6.9;m
OF-2023-1067;PEI-001;34.6;14.9;L
OF-2025-1068;ALU-001;19.5;19.5;m2
OF-2025-1068;VIS-001;197.2;197.2;piece
OF-2025-1068;ETR-001;9.4;9.4;m
OF-2025-1068;PEI-001;12.4;12.4;L
OF-2024-1069;BOIS-002;5.7;5.7;m2
OF-2024-1069;ALU-001;16.6;16.6;m2
OF-2024-1069;VIS-001;279.9;279.9;piece
OF-2024-1069;MAS-001;12.2;12.2;L
OF-2024-1070;CAR-001;3.1;3.1;m2
OF-2024-1070;VIS-001;65.6;65.6;piece
OF-2024-1070;FIL-001;2.5;2.5;bobine
OF-2023-1071;BOIS-001;2.8;0.0;m3
OF-2023-1071;RES-001;10.8;0.0;L
OF-2023-1071;VIS-001;142.7;0.0;piece
OF-2023-1071;PEI-001;7.8;0.0;L
OF-2024-1072;BOIS-002;4.1;0.2;m2
OF-2024-1072;RES-001;6.7;0.3;L
OF-2024-1072;VIS-001;90.7;3.9;piece
OF-2024-1073;ALU-001;13.6;13.6;m2
OF-2024-1073;VIS-001;167.5;167.5;piece
OF-2024-1073;FIL-001;3.6;3.6;bobine
OF-2024-1073;PEI-001;9.6;9.6;L
OF-2024-1074;BOIS-001;5.3;5.3;m3
OF-2024-1074;ALU-001;39.4;39.4;m2
OF-2024-1074;VIS-001;405.4;405.4;piece
OF-2024-1074;ETR-001;26.5;26.5;m
OF-2024-1074;PEI-001;42.2;42.2;L
OF-2023-1075;BOIS-001;2.4;2.4;m3
OF-2023-1075;RES-001;9.7;9.7;L
OF-2023-1075;VIS-001;234.3;234.3;piece
OF-2023-1075;PEI-001;18.8;18.8;L
OF-2024-1076;ALU-001;21.7;21.7;m2
OF-2024-1076;VIS-001;240.8;240.8;piece
OF-2024-1076;ETR-001;18.2;18.2;m
OF-2024-1076;PEI-001;10.2;10.2;L
OF-2025-1077;BOIS-002;9.5;9.5;m2
OF-2025-1077;ALU-001;33.8;33.8;m2
OF-2025-1077;CAR-001;7.4;7.4;m2
OF-2025-1077;VIS-001;473.1;473.1;piece
OF-2024-1078;CAR-001;3.6;1.2;m2
OF-2024-1078;VIS-001;122.1;42.2;piece
OF-2024-1078;FIL-001;5.5;1.9;bobine
OF-2024-1078;MAS-001;14.7;5.1;L
OF-2025-1079;BOIS-001;6.4;6.4;m3
OF-2025-1079;ALU-001;40.5;40.5;m2
OF-2025-1079;VIS-001;351.1;351.1;piece
OF-2025-1079;ETR-001;26.4;26.4;m
OF-2025-1079;PEI-001;37.0;37.0;L
OF-2025-1080;ALU-001;14.1;14.1;m2
OF-2025-1080;VIS-001;155.7;155.7;piece
OF-2025-1080;ETR-001;10.3;10.3;m
OF-2025-1080;PEI-001;13.1;13.1;L
OF-2025-1081;BOIS-002;5.8;0.0;m2
OF-2025-1081;ALU-001;15.4;0.0;m2
OF-2025-1081;VIS-001;225.3;0.0;piece
OF-2025-1081;MAS-001;11.2;0.0;L
OF-2025-1082;CAR-001;3.7;0.0;m2
OF-2025-1082;VIS-001;112.0;0.0;piece
OF-2025-1082;FIL-001;2.9;0.0;bobine
OF-2023-1083;BOIS-001;1.6;1.6;m3
OF-2023-1083;RES-001;11.8;11.8;L
OF-2023-1083;VIS-001;97.2;97.2;piece
OF-2023-1083;PEI-001;9.1;9.1;L
OF-2026-1084;BOIS-002;5.5;5.5;m2
OF-2026-1084;RES-001;5.7;5.7;L
OF-2026-1084;VIS-001;103.7;103.7;piece
OF-2023-1085;ALU-001;14.6;0.0;m2
OF-2023-1085;VIS-001;168.6;0.0;piece
OF-2023-1085;FIL-001;3.2;0.0;bobine
OF-2023-1085;PEI-001;12.6;0.0;L
OF-2024-1086;BOIS-001;5.9;5.9;m3
OF-2024-1086;ALU-001;28.1;28.1;m2
OF-2024-1086;VIS-001;493.1;493.1;piece
OF-2024-1086;ETR-001;29.2;29.2;m
OF-2024-1086;PEI-001;42.8;42.8;L
OF-2025-1087;BOIS-001;3.8;0.0;m3
OF-2025-1087;RES-001;14.9;0.0;L
OF-2025-1087;VIS-001;191.7;0.0;piece
OF-2025-1087;PEI-001;22.6;0.0;L
OF-2023-1088;ALU-001;27.9;0.0;m2
OF-2023-1088;VIS-001;315.3;0.0;piece
OF-2023-1088;ETR-001;19.5;0.0;m
OF-2023-1088;PEI-001;14.8;0.0;L
OF-2024-1089;BOIS-002;9.2;9.2;m2
OF-2024-1089;ALU-001;26.5;26.5;m2
OF-2024-1089;CAR-001;5.9;5.9;m2
OF-2024-1089;VIS-001;440.6;440.6;piece
OF-2024-1090;CAR-001;5.9;5.9;m2
OF-2024-1090;VIS-001;139.1;139.1;piece
OF-2024-1090;FIL-001;4.0;4.0;bobine
OF-2024-1090;MAS-001;19.8;19.8;L
OF-2024-1091;BOIS-001;6.2;6.2;m3
OF-2024-1091;ALU-001;45.1;45.1;m2
OF-2024-1091;VIS-001;568.6;568.6;piece
OF-2024-1091;ETR-001;19.5;19.5;m
OF-2024-1091;PEI-001;39.9;39.9;L
OF-2023-1092;ALU-001;14.4;13.0;m2
OF-2023-1092;VIS-001;217.3;196.5;piece
OF-2023-1092;ETR-001;14.9;13.5;m
OF-2023-1092;PEI-001;14.1;12.8;L
OF-2025-1093;BOIS-002;4.1;4.1;m2
OF-2025-1093;ALU-001;18.4;18.4;m2
OF-2025-1093;VIS-001;152.8;152.8;piece
OF-2025-1093;MAS-001;8.6;8.6;L
OF-2024-1094;CAR-001;2.2;2.2;m2
OF-2024-1094;VIS-001;108.4;108.4;piece
OF-2024-1094;FIL-001;3.3;3.3;bobine
OF-2023-1095;BOIS-001;1.7;1.7;m3
OF-2023-1095;RES-001;11.2;11.2;L
OF-2023-1095;VIS-001;136.6;136.6;piece
OF-2023-1095;PEI-001;8.8;8.8;L
OF-2025-1096;BOIS-002;4.0;4.0;m2
OF-2025-1096;RES-001;4.6;4.6;L
OF-2025-1096;VIS-001;116.7;116.7;piece
OF-2025-1097;ALU-001;9.5;9.5;m2
OF-2025-1097;VIS-001;159.5;159.5;piece
OF-2025-1097;FIL-001;3.2;3.2;bobine
OF-2025-1097;PEI-001;13.5;13.5;L
OF-2025-1098;BOIS-001;6.6;0.0;m3
OF-2025-1098;ALU-001;35.1;0.0;m2
OF-2025-1098;VIS-001;330.1;0.0;piece
OF-2025-1098;ETR-001;23.3;0.0;m
OF-2025-1098;PEI-001;38.8;0.0;L
OF-2025-1099;BOIS-001;3.8;3.8;m3
OF-2025-1099;RES-001;13.9;13.9;L
OF-2025-1099;VIS-001;282.9;282.9;piece
OF-2025-1099;PEI-001;18.0;18.0;L
OF-2025-1100;ALU-001;25.1;25.1;m2
OF-2025-1100;VIS-001;378.0;378.0;piece
OF-2025-1100;ETR-001;13.9;13.9;m
OF-2025-1100;PEI-001;19.4;19.4;L
OF-2026-1101;BOIS-002;9.3;9.3;m2
OF-2026-1101;ALU-001;24.0;24.0;m2
OF-2026-1101;CAR-001;6.0;6.0;m2
OF-2026-1101;VIS-001;454.7;454.7;piece
OF-2025-1102;CAR-001;5.5;2.3;m2
OF-2025-1102;VIS-001;129.9;54.3;piece
OF-2025-1102;FIL-001;3.4;1.4;bobine
OF-2025-1102;MAS-001;13.5;5.6;L
OF-2024-1103;BOIS-001;6.6;6.6;m3
OF-2024-1103;ALU-001;47.4;47.4;m2
OF-2024-1103;VIS-001;590.6;590.6;piece
OF-2024-1103;ETR-001;26.8;26.8;m
OF-2024-1103;PEI-001;32.1;32.1;L
OF-2026-1104;ALU-001;12.3;12.3;m2
OF-2026-1104;VIS-001;233.4;233.4;piece
OF-2026-1104;ETR-001;8.2;8.2;m
OF-2026-1104;PEI-001;14.1;14.1;L
OF-2025-1105;BOIS-002;6.4;6.4;m2
OF-2025-1105;ALU-001;13.5;13.5;m2
OF-2025-1105;VIS-001;188.7;188.7;piece
OF-2025-1105;MAS-001;8.5;8.5;L
OF-2026-1106;CAR-001;3.2;3.2;m2
OF-2026-1106;VIS-001;63.5;63.5;piece
OF-2026-1106;FIL-001;2.1;2.1;bobine
OF-2023-1107;BOIS-001;2.1;2.1;m3
OF-2023-1107;RES-001;8.1;8.1;L
OF-2023-1107;VIS-001;120.5;120.5;piece
OF-2023-1107;PEI-001;7.5;7.5;L
OF-2024-1108;BOIS-002;5.9;3.8;m2
OF-2024-1108;RES-001;7.2;4.6;L
OF-2024-1108;VIS-001;99.3;64.0;piece
OF-2025-1109;ALU-001;14.4;14.4;m2
OF-2025-1109;VIS-001;186.5;186.5;piece
OF-2025-1109;FIL-001;2.4;2.4;bobine
OF-2025-1109;PEI-001;10.9;10.9;L
OF-2023-1110;BOIS-001;5.8;0.0;m3
OF-2023-1110;ALU-001;25.4;0.0;m2
OF-2023-1110;VIS-001;499.9;0.0;piece
OF-2023-1110;ETR-001;31.1;0.0;m
OF-2023-1110;PEI-001;31.4;0.0;L
OF-2024-1111;BOIS-001;2.2;2.2;m3
OF-2024-1111;RES-001;12.2;12.2;L
OF-2024-1111;VIS-001;264.8;264.8;piece
OF-2024-1111;PEI-001;20.0;20.0;L
OF-2025-1112;ALU-001;25.2;25.2;m2
OF-2025-1112;VIS-001;263.7;263.7;piece
OF-2025-1112;ETR-001;12.2;12.2;m
OF-2025-1112;PEI-001;19.6;19.6;L
OF-2024-1113;BOIS-002;8.9;8.9;m2
OF-2024-1113;ALU-001;27.1;27.1;m2
OF-2024-1113;CAR-001;5.7;5.7;m2
OF-2024-1113;VIS-001;318.6;318.6;piece
OF-2025-1114;CAR-001;5.2;5.2;m2
OF-2025-1114;VIS-001;131.3;131.3;piece
OF-2025-1114;FIL-001;4.2;4.2;bobine
OF-2025-1114;MAS-001;16.7;16.7;L
OF-2025-1115;BOIS-001;6.1;6.1;m3
OF-2025-1115;ALU-001;37.4;37.4;m2
OF-2025-1115;VIS-001;435.8;435.8;piece
OF-2025-1115;ETR-001;24.0;24.0;m
OF-2025-1115;PEI-001;30.6;30.6;L
OF-2023-1116;ALU-001;18.9;18.9;m2
OF-2023-1116;VIS-001;120.5;120.5;piece
OF-2023-1116;ETR-001;9.4;9.4;m
OF-2023-1116;PEI-001;12.9;12.9;L
OF-2026-1117;BOIS-002;5.1;5.1;m2
OF-2026-1117;ALU-001;14.8;14.8;m2
OF-2026-1117;VIS-001;181.5;181.5;piece
OF-2026-1117;MAS-001;11.7;11.7;L
OF-2024-1118;CAR-001;2.7;2.7;m2
OF-2024-1118;VIS-001;73.0;73.0;piece
OF-2024-1118;FIL-001;2.2;2.2;bobine
OF-2025-1119;BOIS-001;2.0;2.0;m3
OF-2025-1119;RES-001;11.2;11.2;L
OF-2025-1119;VIS-001;97.1;97.1;piece
OF-2025-1119;PEI-001;9.5;9.5;L
OF-2023-1120;BOIS-002;3.5;3.5;m2
OF-2023-1120;RES-001;5.8;5.8;L
OF-2023-1120;VIS-001;111.9;111.9;piece
OF-2024-1121;ALU-001;10.0;10.0;m2
OF-2024-1121;VIS-001;101.7;101.7;piece
OF-2024-1121;FIL-001;4.7;4.7;bobine
OF-2024-1121;PEI-001;14.1;14.1;L
OF-2024-1122;BOIS-001;6.9;0.0;m3
OF-2024-1122;ALU-001;37.6;0.0;m2
OF-2024-1122;VIS-001;498.4;0.0;piece
OF-2024-1122;ETR-001;28.1;0.0;m
OF-2024-1122;PEI-001;45.0;0.0;L
OF-2025-1123;BOIS-001;2.6;2.6;m3
OF-2025-1123;RES-001;9.4;9.4;L
OF-2025-1123;VIS-001;295.4;295.4;piece
OF-2025-1123;PEI-001;24.2;24.2;L
OF-2023-1124;ALU-001;17.1;17.1;m2
OF-2023-1124;VIS-001;302.8;302.8;piece
OF-2023-1124;ETR-001;12.0;12.0;m
OF-2023-1124;PEI-001;19.0;19.0;L
OF-2025-1125;BOIS-002;6.8;6.8;m2
OF-2025-1125;ALU-001;29.3;29.3;m2
OF-2025-1125;CAR-001;6.1;6.1;m2
OF-2025-1125;VIS-001;407.6;407.6;piece
OF-2024-1126;CAR-001;5.6;3.5;m2
OF-2024-1126;VIS-001;136.5;85.0;piece
OF-2024-1126;FIL-001;3.2;2.0;bobine
OF-2024-1126;MAS-001;15.8;9.8;L
OF-2024-1127;BOIS-001;6.9;6.6;m3
OF-2024-1127;ALU-001;36.6;35.2;m2
OF-2024-1127;VIS-001;551.9;530.8;piece
OF-2024-1127;ETR-001;27.6;26.5;m
OF-2024-1127;PEI-001;39.6;38.1;L
OF-2023-1128;ALU-001;14.2;14.2;m2
OF-2023-1128;VIS-001;146.7;146.7;piece
OF-2023-1128;ETR-001;14.8;14.8;m
OF-2023-1128;PEI-001;12.1;12.1;L
OF-2024-1129;BOIS-002;6.9;6.9;m2
OF-2024-1129;ALU-001;19.9;19.9;m2
OF-2024-1129;VIS-001;274.9;274.9;piece
OF-2024-1129;MAS-001;8.5;8.5;L
OF-2024-1130;CAR-001;3.4;3.4;m2
OF-2024-1130;VIS-001;118.9;118.9;piece
OF-2024-1130;FIL-001;2.3;2.3;bobine
OF-2024-1131;BOIS-001;2.6;2.6;m3
OF-2024-1131;RES-001;7.5;7.5;L
OF-2024-1131;VIS-001;141.1;141.1;piece
OF-2024-1131;PEI-001;6.3;6.3;L
OF-2023-1132;BOIS-002;4.4;4.4;m2
OF-2023-1132;RES-001;4.8;4.8;L
OF-2023-1132;VIS-001;65.4;65.4;piece
OF-2023-1133;ALU-001;9.4;9.4;m2
OF-2023-1133;VIS-001;108.4;108.4;piece
OF-2023-1133;FIL-001;4.6;4.6;bobine
OF-2023-1133;PEI-001;10.5;10.5;L
OF-2024-1134;BOIS-001;5.1;5.1;m3
OF-2024-1134;ALU-001;25.9;25.9;m2
OF-2024-1134;VIS-001;361.5;361.5;piece
OF-2024-1134;ETR-001;20.2;20.2;m
OF-2024-1134;PEI-001;38.8;38.8;L
OF-2023-1135;BOIS-001;3.2;0.0;m3
OF-2023-1135;RES-001;14.2;0.0;L
OF-2023-1135;VIS-001;211.1;0.0;piece
OF-2023-1135;PEI-001;21.1;0.0;L
OF-2024-1136;ALU-001;21.1;0.0;m2
OF-2024-1136;VIS-001;367.9;0.0;piece
OF-2024-1136;ETR-001;14.3;0.0;m
OF-2024-1136;PEI-001;17.5;0.0;L
OF-2024-1137;BOIS-002;8.4;8.4;m2
OF-2024-1137;ALU-001;21.5;21.5;m2
OF-2024-1137;CAR-001;5.6;5.6;m2
OF-2024-1137;VIS-001;422.8;422.8;piece
OF-2024-1138;CAR-001;3.9;3.9;m2
OF-2024-1138;VIS-001;85.7;85.7;piece
OF-2024-1138;FIL-001;4.9;4.9;bobine
OF-2024-1138;MAS-001;17.3;17.3;L
OF-2023-1139;BOIS-001;6.9;6.9;m3
OF-2023-1139;ALU-001;37.6;37.6;m2
OF-2023-1139;VIS-001;504.0;504.0;piece
OF-2023-1139;ETR-001;15.3;15.3;m
OF-2023-1139;PEI-001;38.4;38.4;L
OF-2024-1140;ALU-001;20.0;20.0;m2
OF-2024-1140;VIS-001;136.1;136.1;piece
OF-2024-1140;ETR-001;12.3;12.3;m
OF-2024-1140;PEI-001;10.9;10.9;L
OF-2024-1141;BOIS-002;5.4;5.4;m2
OF-2024-1141;ALU-001;16.4;16.4;m2
OF-2024-1141;VIS-001;172.2;172.2;piece
OF-2024-1141;MAS-001;13.5;13.5;L
OF-2025-1142;CAR-001;3.0;3.0;m2
OF-2025-1142;VIS-001;108.0;108.0;piece
OF-2025-1142;FIL-001;3.4;3.4;bobine
OF-2023-1143;BOIS-001;2.5;2.5;m3
OF-2023-1143;RES-001;9.8;9.8;L
OF-2023-1143;VIS-001;153.8;153.8;piece
OF-2023-1143;PEI-001;11.7;11.7;L
OF-2025-1144;BOIS-002;3.1;3.1;m2
OF-2025-1144;RES-001;4.8;4.8;L
OF-2025-1144;VIS-001;68.7;68.7;piece
OF-2023-1145;ALU-001;12.3;7.9;m2
OF-2023-1145;VIS-001;173.5;111.8;piece
OF-2023-1145;FIL-001;2.8;1.8;bobine
OF-2023-1145;PEI-001;9.3;6.0;L
OF-2026-1146;BOIS-001;5.9;5.9;m3
OF-2026-1146;ALU-001;27.8;27.8;m2
OF-2026-1146;VIS-001;443.4;443.4;piece
OF-2026-1146;ETR-001;20.7;20.7;m
OF-2026-1146;PEI-001;43.5;43.5;L
OF-2023-1147;BOIS-001;3.6;0.0;m3
OF-2023-1147;RES-001;8.3;0.0;L
OF-2023-1147;VIS-001;232.9;0.0;piece
OF-2023-1147;PEI-001;16.7;0.0;L
OF-2024-1148;ALU-001;27.7;27.7;m2
OF-2024-1148;VIS-001;377.3;377.3;piece
OF-2024-1148;ETR-001;12.6;12.6;m
OF-2024-1148;PEI-001;19.5;19.5;L
OF-2025-1149;BOIS-002;8.9;0.0;m2
OF-2025-1149;ALU-001;20.3;0.0;m2
OF-2025-1149;CAR-001;7.5;0.0;m2
OF-2025-1149;VIS-001;426.9;0.0;piece
OF-2025-1150;CAR-001;3.1;3.1;m2
OF-2025-1150;VIS-001;143.0;143.0;piece
OF-2025-1150;FIL-001;4.0;4.0;bobine
OF-2025-1150;MAS-001;18.4;18.4;L
OF-2025-1151;BOIS-001;6.2;6.2;m3
OF-2025-1151;ALU-001;37.6;37.6;m2
OF-2025-1151;VIS-001;456.4;456.4;piece
OF-2025-1151;ETR-001;29.7;29.7;m
OF-2025-1151;PEI-001;39.6;39.6;L
OF-2024-1152;ALU-001;16.2;16.2;m2
OF-2024-1152;VIS-001;136.6;136.6;piece
OF-2024-1152;ETR-001;15.4;15.4;m
OF-2024-1152;PEI-001;13.9;13.9;L
OF-2023-1153;BOIS-002;4.0;4.0;m2
OF-2023-1153;ALU-001;12.8;12.8;m2
OF-2023-1153;VIS-001;258.0;258.0;piece
OF-2023-1153;MAS-001;9.9;9.9;L
OF-2026-1154;CAR-001;3.0;3.0;m2
OF-2026-1154;VIS-001;72.4;72.4;piece
OF-2026-1154;FIL-001;2.2;2.2;bobine
OF-2024-1155;BOIS-001;2.3;2.3;m3
OF-2024-1155;RES-001;11.7;11.7;L
OF-2024-1155;VIS-001;125.6;125.6;piece
OF-2024-1155;PEI-001;7.8;7.8;L
OF-2023-1156;BOIS-002;3.7;3.7;m2
OF-2023-1156;RES-001;5.8;5.8;L
OF-2023-1156;VIS-001;93.6;93.6;piece
OF-2025-1157;ALU-001;9.5;9.5;m2
OF-2025-1157;VIS-001;105.6;105.6;piece
OF-2025-1157;FIL-001;3.7;3.7;bobine
OF-2025-1157;PEI-001;13.1;13.1;L
OF-2024-1158;BOIS-001;5.0;0.0;m3
OF-2024-1158;ALU-001;33.3;0.0;m2
OF-2024-1158;VIS-001;472.9;0.0;piece
OF-2024-1158;ETR-001;31.4;0.0;m
OF-2024-1158;PEI-001;38.1;0.0;L
OF-2025-1159;BOIS-001;2.7;2.7;m3
OF-2025-1159;RES-001;12.6;12.6;L
OF-2025-1159;VIS-001;249.4;249.4;piece
OF-2025-1159;PEI-001;21.6;21.6;L
OF-2024-1160;ALU-001;22.9;22.9;m2
OF-2024-1160;VIS-001;230.9;230.9;piece
OF-2024-1160;ETR-001;13.7;13.7;m
OF-2024-1160;PEI-001;10.4;10.4;L
OF-2025-1161;BOIS-002;7.9;7.9;m2
OF-2025-1161;ALU-001;26.1;26.1;m2
OF-2025-1161;CAR-001;6.0;6.0;m2
OF-2025-1161;VIS-001;303.7;303.7;piece
OF-2025-1162;CAR-001;5.9;5.9;m2
OF-2025-1162;VIS-001;131.4;131.4;piece
OF-2025-1162;FIL-001;4.7;4.7;bobine
OF-2025-1162;MAS-001;18.3;18.3;L
OF-2026-1163;BOIS-001;5.1;5.1;m3
OF-2026-1163;ALU-001;34.0;34.0;m2
OF-2026-1163;VIS-001;584.4;584.4;piece
OF-2026-1163;ETR-001;19.8;19.8;m
OF-2026-1163;PEI-001;30.2;30.2;L
OF-2025-1164;ALU-001;14.7;0.0;m2
OF-2025-1164;VIS-001;212.1;0.0;piece
OF-2025-1164;ETR-001;15.7;0.0;m
OF-2025-1164;PEI-001;8.6;0.0;L
OF-2023-1165;BOIS-002;6.7;0.0;m2
OF-2023-1165;ALU-001;19.8;0.0;m2
OF-2023-1165;VIS-001;170.3;0.0;piece
OF-2023-1165;MAS-001;11.1;0.0;L
OF-2023-1166;CAR-001;2.5;0.0;m2
OF-2023-1166;VIS-001;73.4;0.0;piece
OF-2023-1166;FIL-001;3.2;0.0;bobine
OF-2025-1167;BOIS-001;2.0;2.0;m3
OF-2025-1167;RES-001;6.7;6.7;L
OF-2025-1167;VIS-001;112.3;112.3;piece
OF-2025-1167;PEI-001;9.2;9.2;L
OF-2025-1168;BOIS-002;4.7;4.7;m2
OF-2025-1168;RES-001;4.8;4.8;L
OF-2025-1168;VIS-001;104.2;104.2;piece
OF-2024-1169;ALU-001;13.9;13.9;m2
OF-2024-1169;VIS-001;108.6;108.6;piece
OF-2024-1169;FIL-001;4.2;4.2;bobine
OF-2024-1169;PEI-001;12.0;12.0;L
OF-2024-1170;BOIS-001;6.6;6.6;m3
OF-2024-1170;ALU-001;36.4;36.4;m2
OF-2024-1170;VIS-001;458.4;458.4;piece
OF-2024-1170;ETR-001;23.2;23.2;m
OF-2024-1170;PEI-001;45.4;45.4;L
OF-2024-1171;BOIS-001;3.1;3.1;m3
OF-2024-1171;RES-001;11.6;11.6;L
OF-2024-1171;VIS-001;188.1;188.1;piece
OF-2024-1171;PEI-001;21.5;21.5;L
OF-2023-1172;ALU-001;19.1;19.1;m2
OF-2023-1172;VIS-001;358.7;358.7;piece
OF-2023-1172;ETR-001;12.0;12.0;m
OF-2023-1172;PEI-001;13.0;13.0;L
OF-2023-1173;BOIS-002;9.0;9.0;m2
OF-2023-1173;ALU-001;25.6;25.6;m2
OF-2023-1173;CAR-001;7.5;7.5;m2
OF-2023-1173;VIS-001;379.8;379.8;piece
OF-2026-1174;CAR-001;3.8;3.8;m2
OF-2026-1174;VIS-001;141.7;141.7;piece
OF-2026-1174;FIL-001;4.0;4.0;bobine
OF-2026-1174;MAS-001;15.9;15.9;L
OF-2025-1175;BOIS-001;6.6;6.6;m3
OF-2025-1175;ALU-001;48.6;48.6;m2
OF-2025-1175;VIS-001;556.2;556.2;piece
OF-2025-1175;ETR-001;21.0;21.0;m
OF-2025-1175;PEI-001;35.5;35.5;L
OF-2026-1176;ALU-001;16.0;16.0;m2
OF-2026-1176;VIS-001;210.6;210.6;piece
OF-2026-1176;ETR-001;14.3;14.3;m
OF-2026-1176;PEI-001;12.4;12.4;L
OF-2023-1177;BOIS-002;5.6;5.6;m2
OF-2023-1177;ALU-001;17.4;17.4;m2
OF-2023-1177;VIS-001;270.3;270.3;piece
OF-2023-1177;MAS-001;9.1;9.1;L
OF-2025-1178;CAR-001;3.9;3.9;m2
OF-2025-1178;VIS-001;103.4;103.4;piece
OF-2025-1178;FIL-001;3.7;3.7;bobine
OF-2024-1179;BOIS-001;2.2;2.2;m3
OF-2024-1179;RES-001;11.2;11.2;L
OF-2024-1179;VIS-001;123.9;123.9;piece
OF-2024-1179;PEI-001;6.5;6.5;L
OF-2024-1180;BOIS-002;3.7;3.7;m2
OF-2024-1180;RES-001;6.4;6.4;L
OF-2024-1180;VIS-001;83.9;83.9;piece
OF-2024-1181;ALU-001;11.1;11.1;m2
OF-2024-1181;VIS-001;161.0;161.0;piece
OF-2024-1181;FIL-001;4.5;4.5;bobine
OF-2024-1181;PEI-001;13.8;13.8;L
OF-2025-1182;BOIS-001;6.4;6.4;m3
OF-2025-1182;ALU-001;30.6;30.6;m2
OF-2025-1182;VIS-001;313.7;313.7;piece
OF-2025-1182;ETR-001;28.6;28.6;m
OF-2025-1182;PEI-001;43.8;43.8;L
OF-2024-1183;BOIS-001;2.4;2.4;m3
OF-2024-1183;RES-001;8.7;8.7;L
OF-2024-1183;VIS-001;287.6;287.6;piece
OF-2024-1183;PEI-001;21.2;21.2;L
OF-2024-1184;ALU-001;24.9;24.9;m2
OF-2024-1184;VIS-001;295.2;295.2;piece
OF-2024-1184;ETR-001;14.4;14.4;m
OF-2024-1184;PEI-001;14.3;14.3;L
OF-2025-1185;BOIS-002;6.1;6.1;m2
OF-2025-1185;ALU-001;24.9;24.9;m2
OF-2025-1185;CAR-001;6.9;6.9;m2
OF-2025-1185;VIS-001;352.7;352.7;piece
OF-2024-1186;CAR-001;4.6;0.0;m2
OF-2024-1186;VIS-001;126.0;0.0;piece
OF-2024-1186;FIL-001;3.3;0.0;bobine
OF-2024-1186;MAS-001;18.6;0.0;L
OF-2024-1187;BOIS-001;6.3;6.3;m3
OF-2024-1187;ALU-001;47.2;47.2;m2
OF-2024-1187;VIS-001;363.4;363.4;piece
OF-2024-1187;ETR-001;21.1;21.1;m
OF-2024-1187;PEI-001;39.2;39.2;L
OF-2024-1188;ALU-001;15.6;15.6;m2
OF-2024-1188;VIS-001;180.3;180.3;piece
OF-2024-1188;ETR-001;9.0;9.0;m
OF-2024-1188;PEI-001;8.4;8.4;L
OF-2023-1189;BOIS-002;5.8;5.8;m2
OF-2023-1189;ALU-001;18.6;18.6;m2
OF-2023-1189;VIS-001;249.6;249.6;piece
OF-2023-1189;MAS-001;12.3;12.3;L
OF-2024-1190;CAR-001;3.4;3.4;m2
OF-2024-1190;VIS-001;89.0;89.0;piece
OF-2024-1190;FIL-001;2.3;2.3;bobine
OF-2025-1191;BOIS-001;1.9;1.9;m3
OF-2025-1191;RES-001;7.3;7.3;L
OF-2025-1191;VIS-001;101.6;101.6;piece
OF-2025-1191;PEI-001;11.8;11.8;L
OF-2026-1192;BOIS-002;5.6;5.6;m2
OF-2026-1192;RES-001;5.5;5.5;L
OF-2026-1192;VIS-001;72.8;72.8;piece
OF-2025-1193;ALU-001;14.8;14.8;m2
OF-2025-1193;VIS-001;135.0;135.0;piece
OF-2025-1193;FIL-001;2.1;2.1;bobine
OF-2025-1193;PEI-001;13.4;13.4;L
OF-2025-1194;BOIS-001;6.1;6.1;m3
OF-2025-1194;ALU-001;32.5;32.5;m2
OF-2025-1194;VIS-001;430.7;430.7;piece
