num_ordre;num_commande;ref_bateau;date_creation;date_debut_prevue;date_fin_prevue;temps_production_estime_h;temps_production_reel_h;statut
OF-2023-1386;CMD-2023-1386;BAT-2023-1386;2023-04-19;2023-04-26;2023-05-12;128;128;TERMINE
OF-2023-1387;CMD-2026-1387;BAT-2023-1387;2025-10-25;2025-11-22;2026-01-22;494;0;TERMINE
OF-2024-1388;CMD-2023-1388;BAT-2024-1388;2024-12-19;2024-12-29;2025-03-12;585;585;TERMINE
OF-2025-1389;CMD-2026-1389;BAT-2025-1389;2023-10-12;2023-11-11;2024-01-13;509;509;TERMINE
OF-2024-1390;CMD-2023-1390;BAT-2024-1390;2022-10-14;2022-10-21;2022-12-22;500;500;TERMINE
OF-2023-1391;CMD-2024-1391;BAT-2023-1391;2024-09-11;2024-09-30;2024-10-18;144;144;TERMINE
OF-2025-1392;CMD-2025-1392;BAT-2025-1392;2025-05-29;2025-06-12;2025-08-15;513;172;EN_COURS
OF-2025-1393;CMD-2024-1393;BAT-2025-1393;2023-07-15;2023-07-22;2023-09-01;329;329;TERMINE
OF-2024-1394;CMD-2025-1394;BAT-2024-1394;2025-09-10;2025-09-22;2025-11-14;431;413;EN_COURS
OF-2025-1395;CMD-2024-1395;BAT-2025-1395;2024-07-19;2024-07-29;2024-08-30;259;259;TERMINE
OF-2025-1396;CMD-2024-1396;BAT-2025-1396;2022-12-05;2022-12-17;2023-02-05;400;400;TERMINE
OF-2024-1397;CMD-2025-1397;BAT-2024-1397;2025-11-01;2025-11-24;2026-01-08;365;332;EN_COURS
OF-2023-1398;CMD-2025-1398;BAT-2023-1398;2022-06-02;2022-06-18;2022-07-26;307;307;TERMINE
OF-2026-1399;CMD-2025-1399;BAT-2026-1399;2024-09-07;2024-09-16;2024-11-07;421;421;TERMINE
OF-2025-1400;CMD-2025-1400;BAT-2025-1400;2025-12-01;2025-12-13;2026-02-22;573;0;TERMINE
OF-2024-1401;CMD-2025-1401;BAT-2024-1401;2022-02-02;2022-03-03;2022-04-16;352;352;TERMINE
OF-2025-1402;CMD-2023-1402;BAT-2025-1402;2024-03-20;2024-04-19;2024-05-01;103;103;TERMINE
OF-2023-1403;CMD-2024-1403;BAT-2023-1403;2022-12-25;2023-01-20;2023-03-11;407;407;TERMINE
OF-2026-1404;CMD-2025-1404;BAT-2026-1404;2025-03-15;2025-03-28;2025-05-22;447;447;TERMINE
OF-2024-1405;CMD-2023-1405;BAT-2024-1405;2023-06-06;2023-07-06;2023-09-11;542;542;TERMINE
OF-2025-1406;CMD-2024-1406;BAT-2025-1406;2024-07-22;2024-07-29;2024-09-04;303;303;TERMINE
OF-2026-1407;CMD-2023-1407;BAT-2026-1407;2024-06-01;2024-06-11;2024-07-04;185;185;TERMINE
OF-2024-1408;CMD-2026-1408;BAT-2024-1408;2022-03-04;2022-03-11;2022-03-26;123;123;TERMINE
OF-2024-1409;CMD-2023-1409;BAT-2024-1409;2025-03-29;2025-04-10;2025-05-22;338;338;TERMINE
OF-2023-1410;CMD-2025-1410;BAT-2023-1410;2022-03-22;2022-04-13;2022-05-18;287;287;TERMINE
OF-2024-1411;CMD-2025-1411;BAT-2024-1411;2025-01-20;2025-02-07;2025-03-08;232;232;TERMINE
OF-2023-1412;CMD-2023-1412;BAT-2023-1412;2025-02-01;2025-02-17;2025-03-16;221;221;TERMINE
OF-2026-1413;CMD-2025-1413;BAT-2026-1413;2025-06-09;2025-07-08;2025-09-11;520;332;EN_COURS
OF-2025-1414;CMD-2023-1414;BAT-2025-1414;2023-11-11;2023-11-20;2023-12-02;99;99;TERMINE
OF-2024-1415;CMD-2023-1415;BAT-2024-1415;2025-11-11;2025-12-05;2026-01-16;342;75;EN_COURS
OF-2026-1416;CMD-2023-1416;BAT-2026-1416;2022-10-03;2022-10-14;2022-11-23;326;326;TERMINE
OF-2024-1417;CMD-2023-1417;BAT-2024-1417;2025-10-03;2025-10-18;2025-11-15;225;60;EN_COURS
OF-2025-1418;CMD-2024-1418;BAT-2025-1418;2025-03-19;2025-03-30;2025-04-12;110;110;TERMINE
OF-2025-1419;CMD-2023-1419;BAT-2025-1419;2024-05-23;2024-06-18;2024-08-16;474;474;TERMINE
OF-2024-1420;CMD-2023-1420;BAT-2024-1420;2024-02-05;2024-02-20;2024-04-02;338;338;TERMINE
OF-2024-1421;CMD-2025-1421;BAT-2024-1421;2025-04-03;2025-04-24;2025-05-04;84;84;TERMINE
OF-2023-1422;CMD-2023-1422;BAT-2023-1422;2022-07-24;2022-08-10;2022-09-01;177;177;TERMINE
OF-2023-1423;CMD-2024-1423;BAT-2023-1423;2025-04-15;2025-04-26;2025-06-12;382;0;PLANIFIE
OF-2025-1424;CMD-2024-1424;BAT-2025-1424;2025-06-14;2025-07-09;2025-09-10;505;0;PLANIFIE
OF-2025-1425;CMD-2026-1425;BAT-2025-1425;2024-02-02;2024-02-14;2024-03-26;330;330;TERMINE
OF-2024-1426;CMD-2023-1426;BAT-2024-1426;2024-07-22;2024-08-18;2024-10-23;535;535;TERMINE
OF-2024-1427;CMD-2025-1427;BAT-2024-1427;2024-10-14;2024-11-02;2024-12-04;258;258;TERMINE
OF-2023-1428;CMD-2024-1428;BAT-2023-1428;2023-11-07;2023-11-19;2024-01-09;412;412;TERMINE
OF-2024-1429;CMD-2025-1429;BAT-2024-1429;2024-04-03;2024-04-11;2024-05-19;306;306;TERMINE
OF-2023-1430;CMD-2023-1430;BAT-2023-1430;2023-06-06;2023-06-24;2023-09-06;599;599;TERMINE
OF-2025-1431;CMD-2025-1431;BAT-2025-1431;2022-05-19;2022-06-04;2022-06-30;214;214;TERMINE
OF-2024-1432;CMD-2025-1432;BAT-2024-1432;2025-09-15;2025-10-15;2025-12-10;453;33;EN_COURS
OF-2026-1433;CMD-2023-1433;BAT-2026-1433;2023-10-20;2023-11-10;2024-01-22;587;587;TERMINE
OF-2024-1434;CMD-2023-1434;BAT-2024-1434;2022-02-07;2022-03-08;2022-04-26;392;392;TERMINE
OF-2023-1435;CMD-2023-1435;BAT-2023-1435;2022-06-29;2022-07-18;2022-07-28;80;80;TERMINE
OF-2023-1436;CMD-2024-1436;BAT-2023-1436;2023-12-15;2024-01-12;2024-02-12;251;251;TERMINE
OF-2025-1437;CMD-2026-1437;BAT-2025-1437;2022-05-05;2022-05-12;2022-06-16;280;280;TERMINE
OF-2024-1438;CMD-2024-1438;BAT-2024-1438;2022-01-15;2022-02-12;2022-04-26;587;587;TERMINE
OF-2026-1439;CMD-2025-1439;BAT-2026-1439;2025-03-28;2025-04-23;2025-05-19;209;209;TERMINE
OF-2024-1440;CMD-2024-1440;BAT-2024-1440;2023-03-09;2023-04-01;2023-06-12;577;577;TERMINE
OF-2025-1441;CMD-2025-1441;BAT-2025-1441;2024-11-15;2024-12-12;2025-01-04;187;187;TERMINE
OF-2023-1442;CMD-2024-1442;BAT-2023-1442;2025-12-28;2026-01-22;2026-02-02;88;0;PLANIFIE
OF-2024-1443;CMD-2024-1443;BAT-2024-1443;2023-07-21;2023-08-07;2023-10-15;553;553;TERMINE
OF-2026-1444;CMD-2023-1444;BAT-2026-1444;2024-04-05;2024-04-30;2024-05-31;254;254;TERMINE
OF-2024-1445;CMD-2024-1445;BAT-2024-1445;2025-09-01;2025-09-15;2025-11-02;384;0;TERMINE
OF-2024-1446;CMD-2024-1446;BAT-2024-1446;2023-05-26;2023-06-12;2023-07-18;294;294;TERMINE
OF-2025-1447;CMD-2026-1447;BAT-2025-1447;2024-01-16;2024-02-08;2024-03-29;401;401;TERMINE
OF-2023-1448;CMD-2025-1448;BAT-2023-1448;2024-02-14;2024-03-07;2024-04-25;396;396;TERMINE
OF-2024-1449;CMD-2025-1449;BAT-2024-1449;2022-04-27;2022-05-18;2022-06-09;180;180;TERMINE
OF-2024-1450;CMD-2024-1450;BAT-2024-1450;2023-10-10;2023-11-07;2023-11-20;106;106;TERMINE
OF-2024-1451;CMD-2025-1451;BAT-2024-1451;2023-02-09;2023-03-10;2023-05-23;593;593;TERMINE
OF-2024-1452;CMD-2024-1452;BAT-2024-1452;2025-02-09;2025-02-26;2025-03-13;124;124;TERMINE
OF-2025-1453;CMD-2023-1453;BAT-2025-1453;2023-10-08;2023-10-21;2023-11-20;242;242;TERMINE
OF-2024-1454;CMD-2026-1454;BAT-2024-1454;2025-06-30;2025-07-21;2025-08-19;239;162;EN_COURS
OF-2024-1455;CMD-2025-1455;BAT-2024-1455;2023-07-03;2023-07-25;2023-10-05;578;578;TERMINE
OF-2024-1456;CMD-2024-1456;BAT-2024-1456;2025-12-25;2026-01-12;2026-03-03;401;186;EN_COURS
OF-2024-1457;CMD-2025-1457;BAT-2024-1457;2022-03-17;2022-03-25;2022-05-26;500;500;TERMINE
OF-2025-1458;CMD-2024-1458;BAT-2025-1458;2025-02-28;2025-03-15;2025-05-24;561;561;TERMINE
OF-2023-1459;CMD-2025-1459;BAT-2023-1459;2025-07-24;2025-08-04;2025-10-14;569;0;PLANIFIE
OF-2024-1460;CMD-2023-1460;BAT-2024-1460;2022-12-12;2022-12-23;2023-02-01;322;322;TERMINE
OF-2024-1461;CMD-2024-1461;BAT-2024-1461;2025-10-06;2025-10-13;2025-11-24;342;199;EN_COURS
OF-2025-1462;CMD-2023-1462;BAT-2025-1462;2023-03-11;2023-04-09;2023-05-31;420;420;TERMINE
OF-2024-1463;CMD-2023-1463;BAT-2024-1463;2023-03-20;2023-04-03;2023-04-30;220;220;TERMINE
OF-2025-1464;CMD-2023-1464;BAT-2025-1464;2022-03-14;2022-03-21;2022-04-22;262;262;TERMINE
OF-2024-1465;CMD-2023-1465;BAT-2024-1465;2024-05-18;2024-06-12;2024-06-24;97;97;TERMINE
OF-2025-1466;CMD-2026-1466;BAT-2025-1466;2025-10-17;2025-10-24;2025-12-24;490;0;PLANIFIE
OF-2026-1467;CMD-2024-1467;BAT-2026-1467;2022-02-18;2022-03-20;2022-04-07;148;148;TERMINE
OF-2024-1468;CMD-2026-1468;BAT-2024-1468;2023-06-02;2023-06-18;2023-07-02;113;113;TERMINE
OF-2023-1469;CMD-2025-1469;BAT-2023-1469;2024-02-23;2024-03-06;2024-03-25;155;155;TERMINE
OF-2023-1470;CMD-2026-1470;BAT-2023-1470;2025-05-06;2025-05-18;2025-07-15;466;67;EN_COURS
OF-2025-1471;CMD-2026-1471;BAT-2025-1471;2022-03-28;2022-04-05;2022-05-01;208;208;TERMINE
OF-2026-1472;CMD-2024-1472;BAT-2026-1472;2022-04-21;2022-05-08;2022-06-23;372;372;TERMINE
OF-2024-1473;CMD-2023-1473;BAT-2024-1473;2022-05-08;2022-05-27;2022-06-30;278;278;TERMINE
OF-2023-1474;CMD-2023-1474;BAT-2023-1474;2022-06-12;2022-06-24;2022-08-26;511;511;TERMINE
OF-2025-1475;CMD-2024-1475;BAT-2025-1475;2022-10-09;2022-11-08;2022-12-22;357;357;TERMINE
OF-2025-1476;CMD-2024-1476;BAT-2025-1476;2023-06-28;2023-07-19;2023-08-17;239;239;TERMINE
OF-2026-1477;CMD-2025-1477;BAT-2026-1477;2025-01-31;2025-02-21;2025-04-04;336;336;TERMINE
OF-2024-1478;CMD-2026-1478;BAT-2024-1478;2024-05-03;2024-05-20;2024-07-30;570;570;TERMINE
OF-2023-1479;CMD-2025-1479;BAT-2023-1479;2022-10-19;2022-11-14;2023-01-27;592;592;TERMINE
OF-2023-1480;CMD-2023-1480;BAT-2023-1480;2025-05-11;2025-05-22;2025-06-19;230;0;TERMINE
OF-2025-1481;CMD-2026-1481;BAT-2025-1481;2023-06-11;2023-06-21;2023-08-26;528;528;TERMINE
OF-2025-1482;CMD-2024-1482;BAT-2025-1482;2022-03-10;2022-03-27;2022-05-25;476;476;TERMINE
OF-2025-1483;CMD-2023-1483;BAT-2025-1483;2024-02-14;2024-03-01;2024-05-10;563;563;TERMINE
OF-2023-1484;CMD-2023-1484;BAT-2023-1484;2022-12-23;2023-01-07;2023-02-03;216;216;TERMINE
OF-2025-1485;CMD-2025-1485;BAT-2025-1485;2022-02-06;2022-02-15;2022-03-07;167;167;TERMINE
OF-2026-1486;CMD-2024-1486;BAT-2026-1486;2022-01-03;2022-02-01;2022-04-03;489;489;TERMINE
OF-2023-1487;CMD-2024-1487;BAT-2023-1487;2026-01-23;2026-01-31;2026-04-11;562;69;EN_COURS
OF-2025-1488;CMD-2025-1488;BAT-2025-1488;2024-07-16;2024-08-14;2024-09-12;235;235;TERMINE
OF-2023-1489;CMD-2023-1489;BAT-2023-1489;2025-03-14;2025-03-21;2025-04-06;132;132;TERMINE
OF-2024-1490;CMD-2025-1490;BAT-2024-1490;2022-01-25;2022-02-12;2022-02-28;129;129;TERMINE
OF-2024-1491;CMD-2024-1491;BAT-2024-1491;2025-12-11;2026-01-08;2026-02-09;259;0;PLANIFIE
OF-2026-1492;CMD-2024-1492;BAT-2026-1492;2024-01-17;2024-02-12;2024-04-22;564;564;TERMINE
OF-2025-1493;CMD-2025-1493;BAT-2025-1493;2025-08-03;2025-08-17;2025-10-20;512;314;EN_COURS
OF-2024-1494;CMD-2023-1494;BAT-2024-1494;2023-12-11;2023-12-22;2024-02-19;472;472;TERMINE
OF-2024-1495;CMD-2025-1495;BAT-2024-1495;2024-06-21;2024-07-07;2024-07-22;120;120;TERMINE
OF-2024-1496;CMD-2025-1496;BAT-2024-1496;2024-06-28;2024-07-18;2024-09-16;484;484;TERMINE
OF-2023-1497;CMD-2025-1497;BAT-2023-1497;2024-12-21;2025-01-07;2025-03-01;431;431;TERMINE
OF-2023-1498;CMD-2025-1498;BAT-2023-1498;2024-01-14;2024-02-06;2024-03-25;385;385;TERMINE
OF-2023-1499;CMD-2025-1499;BAT-2023-1499;2023-03-10;2023-03-27;2023-06-09;595;595;TERMINE
OF-2023-1500;CMD-2024-1500;BAT-2023-1500;2025-03-02;2025-03-28;2025-06-01;527;197;EN_COURS
OF-2023-1501;CMD-2026-1501;BAT-2023-1501;2022-07-19;2022-07-29;2022-08-19;172;172;TERMINE
OF-2024-1502;CMD-2024-1502;BAT-2024-1502;2024-04-20;2024-05-18;2024-07-21;514;514;TERMINE
OF-2025-1503;CMD-2025-1503;BAT-2025-1503;2025-03-27;2025-04-16;2025-05-11;200;200;TERMINE
OF-2024-1504;CMD-2023-1504;BAT-2024-1504;2025-11-20;2025-12-14;2025-12-25;88;0;PLANIFIE
OF-2024-1505;CMD-2025-1505;BAT-2024-1505;2022-11-14;2022-12-02;2023-02-13;587;587;TERMINE
OF-2026-1506;CMD-2026-1506;BAT-2026-1506;2025-01-27;2025-02-06;2025-03-06;224;224;TERMINE
OF-2024-1507;CMD-2026-1507;BAT-2024-1507;2024-07-04;2024-07-20;2024-09-17;475;475;TERMINE
OF-2026-1508;CMD-2024-1508;BAT-2026-1508;2026-01-16;2026-02-09;2026-03-23;338;0;TERMINE
OF-2026-1509;CMD-2025-1509;BAT-2026-1509;2023-01-11;2023-02-02;2023-03-27;424;424;TERMINE
OF-2024-1510;CMD-2023-1510;BAT-2024-1510;2024-05-17;2024-06-07;2024-08-10;518;518;TERMINE
OF-2024-1511;CMD-2024-1511;BAT-2024-1511;2023-07-25;2023-08-11;2023-09-23;344;344;TERMINE
OF-2024-1512;CMD-2026-1512;BAT-2024-1512;2026-01-18;2026-02-12;2026-03-21;298;0;TERMINE
OF-2025-1513;CMD-2024-1513;BAT-2025-1513;2023-01-08;2023-02-06;2023-04-15;544;544;TERMINE
OF-2025-1514;CMD-2026-1514;BAT-2025-1514;2023-05-26;2023-06-18;2023-07-01;107;107;TERMINE
OF-2024-1515;CMD-2023-1515;BAT-2024-1515;2023-08-27;2023-09-18;2023-10-29;328;328;TERMINE
OF-2023-1516;CMD-2024-1516;BAT-2023-1516;2024-01-08;2024-01-28;2024-03-29;491;491;TERMINE
OF-2023-1517;CMD-2026-1517;BAT-2023-1517;2024-08-11;2024-08-18;2024-10-20;508;508;TERMINE
OF-2023-1518;CMD-2024-1518;BAT-2023-1518;2024-02-15;2024-02-23;2024-03-20;214;214;TERMINE
OF-2024-1519;CMD-2025-1519;BAT-2024-1519;2025-08-25;2025-09-23;2025-12-04;583;0;PLANIFIE
OF-2025-1520;CMD-2023-1520;BAT-2025-1520;2024-05-06;2024-05-19;2024-06-06;144;144;TERMINE
OF-2024-1521;CMD-2023-1521;BAT-2024-1521;2025-02-15;2025-03-09;2025-03-25;128;128;TERMINE
OF-2025-1522;CMD-2025-1522;BAT-2025-1522;2024-11-17;2024-12-06;2025-02-02;465;465;TERMINE
OF-2023-1523;CMD-2025-1523;BAT-2023-1523;2022-12-05;2023-01-01;2023-02-02;260;260;TERMINE
OF-2025-1524;CMD-2025-1524;BAT-2025-1524;2025-04-11;2025-04-19;2025-06-08;403;209;EN_COURS
OF-2024-1525;CMD-2026-1525;BAT-2024-1525;2025-11-19;2025-12-13;2026-01-28;373;0;TERMINE
OF-2024-1526;CMD-2025-1526;BAT-2024-1526;2025-10-13;2025-10-25;2026-01-01;551;0;PLANIFIE
OF-2024-1527;CMD-2025-1527;BAT-2024-1527;2022-02-04;2022-02-17;2022-04-23;522;522;TERMINE
OF-2026-1528;CMD-2024-1528;BAT-2026-1528;2025-01-21;2025-02-09;2025-03-08;219;219;TERMINE
OF-2024-1529;CMD-2025-1529;BAT-2024-1529;2024-08-23;2024-09-03;2024-11-11;553;553;TERMINE
OF-2026-1530;CMD-2026-1530;BAT-2026-1530;2024-07-08;2024-08-01;2024-09-08;311;311;TERMINE
OF-2024-1531;CMD-2025-1531;BAT-2024-1531;2023-03-31;2023-04-15;2023-06-08;435;435;TERMINE
OF-2024-1532;CMD-2025-1532;BAT-2024-1532;2024-07-16;2024-08-07;2024-08-21;117;117;TERMINE
OF-2026-1533;CMD-2024-1533;BAT-2026-1533;2023-03-24;2023-04-01;2023-04-27;208;208;TERMINE
OF-2025-1534;CMD-2025-1534;BAT-2025-1534;2024-07-06;2024-07-13;2024-08-31;399;399;TERMINE
OF-2025-1535;CMD-2025-1535;BAT-2025-1535;2023-11-23;2023-12-09;2024-02-09;500;500;TERMINE
OF-2024-1536;CMD-2024-1536;BAT-2024-1536;2022-08-02;2022-08-12;2022-10-14;505;505;TERMINE
OF-2025-1537;CMD-2025-1537;BAT-2025-1537;2025-07-29;2025-08-14;2025-10-14;489;0;TERMINE
OF-2025-1538;CMD-2023-1538;BAT-2025-1538;2025-05-31;2025-06-07;2025-07-25;384;273;EN_COURS
OF-2025-1539;CMD-2026-1539;BAT-2025-1539;2024-10-19;2024-11-18;2024-12-27;313;313;TERMINE
OF-2024-1540;CMD-2025-1540;BAT-2024-1540;2023-08-04;2023-08-28;2023-10-19;418;418;TERMINE
OF-2023-1541;CMD-2024-1541;BAT-2023-1541;2025-09-12;2025-10-02;2025-11-01;245;183;EN_COURS
OF-2024-1542;CMD-2023-1542;BAT-2024-1542;2022-11-23;2022-12-13;2023-01-27;361;361;TERMINE
OF-2024-1543;CMD-2024-1543;BAT-2024-1543;2026-01-11;2026-01-19;2026-02-26;310;304;EN_COURS
OF-2026-1544;CMD-2026-1544;BAT-2026-1544;2022-07-06;2022-07-25;2022-08-22;227;227;TERMINE
OF-2023-1545;CMD-2025-1545;BAT-2023-1545;2022-03-20;2022-04-13;2022-04-25;97;97;TERMINE
OF-2024-1546;CMD-2026-1546;BAT-2024-1546;2023-10-30;2023-11-18;2024-01-25;549;549;TERMINE
OF-2026-1547;CMD-2024-1547;BAT-2026-1547;2022-05-26;2022-06-12;2022-08-09;470;470;TERMINE
OF-2024-1548;CMD-2023-1548;BAT-2024-1548;2023-12-25;2024-01-16;2024-03-09;428;428;TERMINE
OF-2025-1549;CMD-2024-1549;BAT-2025-1549;2025-08-21;2025-09-04;2025-11-02;476;298;EN_COURS
OF-2024-1550;CMD-2023-1550;BAT-2024-1550;2022-06-02;2022-06-26;2022-08-03;309;309;TERMINE
OF-2025-1551;CMD-2024-1551;BAT-2025-1551;2022-10-21;2022-10-29;2023-01-05;544;544;TERMINE
OF-2023-1552;CMD-2023-1552;BAT-2023-1552;2025-06-03;2025-06-30;2025-08-02;269;0;PLANIFIE
OF-2024-1553;CMD-2024-1553;BAT-2024-1553;2023-10-17;2023-10-28;2023-11-14;141;141;TERMINE
OF-2024-1554;CMD-2023-1554;BAT-2024-1554;2024-08-06;2024-08-19;2024-09-01;106;106;TERMINE
OF-2024-1555;CMD-2024-1555;BAT-2024-1555;2026-01-21;2026-01-30;2026-03-02;252;234;EN_COURS
OF-2025-1556;CMD-2025-1556;BAT-2025-1556;2023-04-24;2023-05-10;2023-05-22;102;102;TERMINE
OF-2023-1557;CMD-2024-1557;BAT-2023-1557;2024-01-11;2024-02-09;2024-03-11;248;248;TERMINE
OF-2024-1558;CMD-2024-1558;BAT-2024-1558;2024-09-06;2024-10-02;2024-11-13;338;338;TERMINE
OF-2024-1559;CMD-2023-1559;BAT-2024-1559;2024-04-12;2024-04-19;2024-05-10;168;168;TERMINE
OF-2024-1560;CMD-2023-1560;BAT-2024-1560;2023-06-21;2023-07-14;2023-09-08;455;455;TERMINE
OF-2024-1561;CMD-2023-1561;BAT-2024-1561;2024-08-03;2024-08-23;2024-10-25;505;505;TERMINE
OF-2023-1562;CMD-2024-1562;BAT-2023-1562;2022-11-05;2022-11-12;2022-12-13;249;249;TERMINE
OF-2024-1563;CMD-2024-1563;BAT-2024-1563;2022-03-22;2022-03-31;2022-05-17;376;376;TERMINE
OF-2023-1564;CMD-2024-1564;BAT-2023-1564;2025-03-30;2025-04-18;2025-06-19;502;424;EN_COURS
OF-2023-1565;CMD-2026-1565;BAT-2023-1565;2025-10-16;2025-11-10;2025-11-24;116;18;EN_COURS
OF-2024-1566;CMD-2024-1566;BAT-2024-1566;2022-07-12;2022-08-02;2022-08-31;235;235;TERMINE
OF-2023-1567;CMD-2023-1567;BAT-2023-1567;2024-09-18;2024-09-27;2024-10-08;91;91;TERMINE
OF-2026-1568;CMD-2025-1568;BAT-2026-1568;2023-08-19;2023-08-27;2023-10-17;408;408;TERMINE
OF-2024-1569;CMD-2024-1569;BAT-2024-1569;2023-07-12;2023-07-27;2023-09-22;456;456;TERMINE
OF-2025-1570;CMD-2024-1570;BAT-2025-1570;2023-12-08;2023-12-16;2024-02-27;587;587;TERMINE
OF-2026-1571;CMD-2023-1571;BAT-2026-1571;2022-11-08;2022-11-22;2022-12-11;157;157;TERMINE
OF-2023-1572;CMD-2024-1572;BAT-2023-1572;2022-07-10;2022-08-06;2022-08-23;136;136;TERMINE
OF-2023-1573;CMD-2024-1573;BAT-2023-1573;2023-01-20;2023-02-14;2023-04-13;468;468;TERMINE
OF-2024-1574;CMD-2025-1574;BAT-2024-1574;2024-04-04;2024-04-30;2024-06-29;486;486;TERMINE
OF-2024-1575;CMD-2023-1575;BAT-2024-1575;2023-03-23;2023-04-21;2023-06-29;552;552;TERMINE
OF-2023-1576;CMD-2024-1576;BAT-2023-1576;2022-02-24;2022-03-21;2022-06-02;587;587;TERMINE
OF-2024-1577;CMD-2024-1577;BAT-2024-1577;2023-01-09;2023-01-22;2023-03-11;385;385;TERMINE
OF-2026-1578;CMD-2025-1578;BAT-2026-1578;2023-08-24;2023-09-09;2023-10-13;277;277;TERMINE
OF-2024-1579;CMD-2025-1579;BAT-2024-1579;2024-12-10;2024-12-27;2025-01-24;224;224;TERMINE
OF-2023-1580;CMD-2024-1580;BAT-2023-1580;2023-03-10;2023-04-05;2023-04-29;197;197;TERMINE
OF-2024-1581;CMD-2026-1581;BAT-2024-1581;2023-04-27;2023-05-17;2023-07-29;587;587;TERMINE
OF-2024-1582;CMD-2023-1582;BAT-2024-1582;2022-10-25;2022-11-08;2022-11-20;97;97;TERMINE
OF-2024-1583;CMD-2023-1583;BAT-2024-1583;2024-04-26;2024-05-16;2024-06-30;360;360;TERMINE
OF-2023-1584;CMD-2024-1584;BAT-2023-1584;2022-09-24;2022-10-02;2022-12-02;489;489;TERMINE
OF-2026-1585;CMD-2023-1585;BAT-2026-1585;2024-03-29;2024-04-06;2024-05-01;204;204;TERMINE
OF-2024-1586;CMD-2025-1586;BAT-2024-1586;2023-06-03;2023-06-12;2023-08-08;458;458;TERMINE
OF-2024-1587;CMD-2024-1587;BAT-2024-1587;2025-12-10;2025-12-29;2026-01-16;150;0;PLANIFIE
OF-2023-1588;CMD-2026-1588;BAT-2023-1588;2023-02-11;2023-03-02;2023-03-21;157;157;TERMINE
OF-2023-1589;CMD-2025-1589;BAT-2023-1589;2023-11-13;2023-11-30;2024-01-22;427;427;TERMINE
OF-2024-1590;CMD-2024-1590;BAT-2024-1590;2024-02-17;2024-03-11;2024-04-22;341;341;TERMINE
OF-2024-1591;CMD-2025-1591;BAT-2024-1591;2025-07-18;2025-08-15;2025-10-04;402;183;EN_COURS
OF-2023-1592;CMD-2025-1592;BAT-2023-1592;2023-04-18;2023-04-25;2023-05-16;168;168;TERMINE
OF-2024-1593;CMD-2025-1593;BAT-2024-1593;2023-03-28;2023-04-20;2023-06-17;465;465;TERMINE
OF-2026-1594;CMD-2025-1594;BAT-2026-1594;2023-03-02;2023-03-21;2023-04-29;317;317;TERMINE
OF-2026-1595;CMD-2024-1595;BAT-2026-1595;2022-02-13;2022-03-10;2022-04-13;278;278;TERMINE
OF-2025-1596;CMD-2026-1596;BAT-2025-1596;2022-03-09;2022-04-02;2022-04-26;196;196;TERMINE
OF-2023-1597;CMD-2023-1597;BAT-2023-1597;2023-05-08;2023-05-23;2023-07-04;337;337;TERMINE
OF-2023-1598;CMD-2024-1598;BAT-2023-1598;2025-11-16;2025-12-06;2026-01-07;256;0;TERMINE
OF-2025-1599;CMD-2025-1599;BAT-2025-1599;2025-12-24;2026-01-03;2026-02-21;392;314;EN_COURS
OF-2025-1600;CMD-2023-1600;BAT-2025-1600;2023-08-25;2023-09-05;2023-09-25;166;166;TERMINE
OF-2025-1601;CMD-2025-1601;BAT-2025-1601;2022-09-25;2022-10-17;2022-12-09;431;431;TERMINE
OF-2023-1602;CMD-2023-1602;BAT-2023-1602;2025-08-20;2025-09-10;2025-10-16;289;166;EN_COURS
OF-2024-1603;CMD-2024-1603;BAT-2024-1603;2023-10-04;2023-11-01;2023-11-26;200;200;TERMINE
OF-2026-1604;CMD-2024-1604;BAT-2026-1604;2026-01-11;2026-01-20;2026-02-04;127;0;PLANIFIE
OF-2024-1605;CMD-2023-1605;BAT-2024-1605;2025-10-30;2025-11-28;2026-01-13;370;239;EN_COURS
OF-2024-1606;CMD-2024-1606;BAT-2024-1606;2025-03-05;2025-03-21;2025-05-06;368;368;TERMINE
OF-2024-1607;CMD-2025-1607;BAT-2024-1607;2023-10-04;2023-11-02;2023-12-26;439;439;TERMINE
OF-2024-1608;CMD-2024-1608;BAT-2024-1608;2025-10-13;2025-11-06;2026-01-15;563;425;EN_COURS
OF-2023-1609;CMD-2024-1609;BAT-2023-1609;2022-10-11;2022-10-31;2022-12-21;413;413;TERMINE
OF-2023-1610;CMD-2025-1610;BAT-2023-1610;2023-12-01;2023-12-24;2024-01-19;213;213;TERMINE
OF-2023-1611;CMD-2024-1611;BAT-2023-1611;2025-10-14;2025-11-06;2025-12-21;364;0;PLANIFIE
OF-2023-1612;CMD-2023-1612;BAT-2023-1612;2024-05-03;2024-05-13;2024-06-01;157;157;TERMINE
OF-2023-1613;CMD-2023-1613;BAT-2023-1613;2022-07-31;2022-08-25;2022-11-07;596;596;TERMINE
OF-2024-1614;CMD-2025-1614;BAT-2024-1614;2024-09-29;2024-10-12;2024-12-04;424;424;TERMINE
OF-2026-1615;CMD-2024-1615;BAT-2026-1615;2024-07-27;2024-08-03;2024-08-20;137;137;TERMINE
OF-2024-1616;CMD-2023-1616;BAT-2024-1616;2023-11-16;2023-11-26;2023-12-26;240;240;TERMINE
